agency	month	montly_spend
Department of Social Services	2006-12-01	680510.4630
Department of Social Services	2007-01-01	402873.0450
Department of Social Services	2007-02-01	685328.0030
Department of Social Services	2007-03-01	743695.1950
Department of Social Services	2007-04-01	700905.6502
Department of Social Services	2007-05-01	944854.0800
Department of Social Services	2007-06-01	4768840.4045
Department of Social Services	2007-07-01	2420462.2125
Department of Social Services	2007-08-01	3976093.8580
Department of Social Services	2007-09-01	1506476.5970
Department of Social Services	2007-10-01	1512627.0246
Department of Social Services	2007-11-01	721529.0799
Department of Social Services	2007-12-01	1444598.3775
Department of Social Services	2008-01-01	2618537.7150
Department of Social Services	2008-02-01	690575.9000
Department of Social Services	2008-03-01	995737.6100
Department of Social Services	2008-04-01	5583650.1850
Department of Social Services	2008-05-01	3668354.4300
Department of Social Services	2008-06-01	498031.3346
Department of Social Services	2008-07-01	1919929.6996
Department of Social Services	2008-08-01	5880883.1900
Department of Social Services	2008-09-01	2980457.7850
Department of Social Services	2008-10-01	448477.7392
Department of Social Services	2008-11-01	426658.9950
Department of Social Services	2008-12-01	1275698.9564
Department of Social Services	2009-01-01	2194868.1832
Department of Social Services	2009-02-01	2553501.0200
Department of Social Services	2009-03-01	8297413.7850
Department of Social Services	2009-04-01	969474.0120
Department of Social Services	2009-05-01	5620918.6750
Department of Social Services	2009-06-01	5684329.0850
Department of Social Services	2009-07-01	1272664.1650
Department of Social Services	2009-08-01	682872.9991
Department of Social Services	2009-09-01	1339136.0216
Department of Social Services	2009-10-01	269345.6400
Department of Social Services	2009-11-01	869852.3258
Department of Social Services	2009-12-01	1356335.3424
Department of Social Services	2010-01-01	904914.8850
Department of Social Services	2010-02-01	499187.6750
Department of Social Services	2010-03-01	3246050.6602
Department of Social Services	2010-04-01	5986855.3400
Department of Social Services	2010-05-01	3828734.1775
Department of Social Services	2010-06-01	10631939.1825
Department of Social Services	2010-07-01	5154630.4800
Department of Social Services	2010-08-01	2302989.1780
Department of Social Services	2010-09-01	6957847.6756
Department of Social Services	2010-10-01	902170.5500
Department of Social Services	2010-11-01	2411591.7564
Department of Social Services	2010-12-01	464340.3856
Department of Social Services	2011-01-01	666996.8610
Department of Social Services	2011-02-01	6323574.1624
Department of Social Services	2011-03-01	2450985.3696
Department of Social Services	2011-04-01	902433.8090
Department of Social Services	2011-05-01	1048358.5388
Department of Social Services	2011-06-01	30861364.3986
Department of Social Services	2011-07-01	6154222.3984
Department of Social Services	2011-08-01	2218672.6348
Department of Social Services	2011-09-01	799304.1724
Department of Social Services	2011-10-01	7871636.7330
Department of Social Services	2011-11-01	303386.6710
Department of Social Services	2011-12-01	530150.9038
Department of Social Services	2012-01-01	2025712.3436
Department of Social Services	2012-02-01	1134338.0508
Department of Social Services	2012-03-01	1421029.3445
Department of Social Services	2012-04-01	1063847.4618
Department of Social Services	2012-05-01	1247725.8288
Department of Social Services	2012-06-01	4915771.6366
Department of Social Services	2012-07-01	7718572.5524
Department of Social Services	2012-08-01	3972468.4788
Department of Social Services	2012-09-01	5279519.8424
Department of Social Services	2012-10-01	7124721.7918
Department of Social Services	2012-11-01	2131622.6424
Department of Social Services	2012-12-01	418434.7924
Department of Social Services	2013-01-01	2049195.1748
Department of Social Services	2013-02-01	14398564.8682
Department of Social Services	2013-03-01	899158.4974
Department of Social Services	2013-04-01	1283398.4000
Department of Social Services	2013-05-01	1064932.5150
Department of Social Services	2013-06-01	5780304.5074
Department of Social Services	2013-07-01	9600356.7896
Department of Social Services	2013-08-01	15502829.0004
Department of Social Services	2013-09-01	1323307.2474
Department of Social Services	2013-10-01	1793608.8544
Department of Social Services	2013-11-01	7138234.6160
Department of Social Services	2013-12-01	16280018.6540
Department of Social Services	2014-01-01	1625389.6508
Department of Social Services	2014-02-01	1060970.3100
Department of Social Services	2014-03-01	7670820.1040
Department of Social Services	2014-04-01	3157631.6100
Department of Social Services	2014-05-01	939382.3830
Department of Social Services	2014-06-01	5030804.5100
Department of Social Services	2014-07-01	40331036.6930
Department of Social Services	2014-08-01	7226757.0100
Department of Social Services	2014-09-01	5703734.4760
Department of Social Services	2014-10-01	5600231.7400
Department of Social Services	2014-11-01	7150975.6200
Department of Social Services	2014-12-01	511284.7050
Department of Social Services	2015-01-01	1373009.1680
Department of Social Services	2015-02-01	7057549.3900
Department of Social Services	2015-03-01	1162388.3525
Department of Social Services	2015-04-01	1531353.7500
Radford University	2001-09-01	2709.8800
Radford University	2001-10-01	5452.5700
Radford University	2001-11-01	19015.2200
Radford University	2001-12-01	22066.6200
Radford University	2002-01-01	16435.4700
Radford University	2002-02-01	83091.3200
Radford University	2002-03-01	24858.6340
Radford University	2002-04-01	246130.7250
Radford University	2002-05-01	26809.6900
Radford University	2002-06-01	11094.9275
Radford University	2002-07-01	75820.6606
Radford University	2002-08-01	98274.8594
Radford University	2002-09-01	56158.8647
Radford University	2002-10-01	75991.5010
Radford University	2002-11-01	2042.0250
Radford University	2003-01-01	430.4600
Radford University	2004-08-01	338.4000
Radford University	2005-07-01	1017997.1872
Radford University	2005-08-01	607312.9852
Radford University	2005-09-01	692509.3418
Radford University	2005-10-01	357957.4660
Radford University	2005-11-01	294409.3264
Radford University	2005-12-01	276678.7860
Radford University	2006-01-01	1016210.9354
Radford University	2006-02-01	1292392.0000
Radford University	2006-03-01	3480167.2886
Radford University	2006-04-01	1118892.9298
Radford University	2006-05-01	3231752.6458
Radford University	2006-06-01	1979183.5500
Radford University	2006-07-01	727088.2924
Radford University	2006-08-01	544062.6342
Radford University	2006-09-01	608545.7530
Radford University	2006-10-01	655415.8775
Radford University	2006-11-01	1304608.1156
Radford University	2006-12-01	249104.1046
Radford University	2007-01-01	646682.8114
Radford University	2007-02-01	1464723.2758
Radford University	2007-03-01	1671119.2698
Radford University	2007-04-01	1954155.0168
Radford University	2007-05-01	2023863.4832
Radford University	2007-06-01	4311358.3586
Radford University	2007-07-01	1118894.5060
Radford University	2007-08-01	919687.8302
Radford University	2007-09-01	2053507.8552
Radford University	2007-10-01	984161.3946
Radford University	2007-11-01	6159138.2792
Radford University	2007-12-01	1083765.4006
Radford University	2008-01-01	564650.7984
Radford University	2008-02-01	1790254.7008
Radford University	2008-03-01	1281501.2964
Radford University	2008-04-01	2980116.2810
Radford University	2008-05-01	3668915.3640
Radford University	2008-06-01	3335108.0278
Radford University	2008-07-01	1416126.2068
Radford University	2008-08-01	1160372.5272
Radford University	2008-09-01	1132354.1538
Radford University	2008-10-01	1260681.0501
Radford University	2008-11-01	728523.4165
Radford University	2008-12-01	617325.6146
Radford University	2009-01-01	1629184.5062
Radford University	2009-02-01	1052964.9934
Radford University	2009-03-01	2138170.7522
Radford University	2009-04-01	2778595.2730
Radford University	2009-05-01	20681770.6620
Radford University	2009-06-01	2781014.9758
Radford University	2009-07-01	17318426.6606
Radford University	2009-08-01	610889.1309
Radford University	2009-09-01	2753896.5348
Radford University	2009-10-01	872612.8177
Radford University	2009-11-01	6812927.2732
Radford University	2009-12-01	1129881.5178
Radford University	2010-01-01	470290.1360
Radford University	2010-02-01	575242.7298
Radford University	2010-03-01	11753434.1750
Radford University	2010-04-01	4266966.6490
Radford University	2010-05-01	4656837.3310
Radford University	2010-06-01	3177926.6700
Radford University	2010-07-01	1546781.2035
Radford University	2010-08-01	768956.7130
Radford University	2010-09-01	834674.6597
Radford University	2010-10-01	944701.9034
Radford University	2010-11-01	1094571.0838
Radford University	2010-12-01	591533.8000
Radford University	2011-01-01	1357691.2728
Radford University	2011-02-01	1163570.2504
Radford University	2011-03-01	3710684.5967
Radford University	2011-04-01	2215805.0058
Radford University	2011-05-01	1715123.5990
Radford University	2011-06-01	2804872.1382
Radford University	2011-07-01	929414.7405
Radford University	2011-08-01	1723125.3048
Radford University	2011-09-01	902324.4404
Radford University	2011-10-01	884407.3095
Radford University	2011-11-01	2672322.6810
Radford University	2011-12-01	785185.0112
Radford University	2012-01-01	1339518.9460
Radford University	2012-02-01	1984365.1054
Radford University	2012-03-01	3564845.6564
Radford University	2012-04-01	2446486.0146
Radford University	2012-05-01	2902337.3772
Radford University	2012-06-01	3011414.0298
Radford University	2012-07-01	1846061.4976
Radford University	2012-08-01	10125944.1790
Radford University	2012-09-01	2132093.6150
Radford University	2012-10-01	1167631.3458
Radford University	2012-11-01	36355707.4672
Radford University	2012-12-01	859662.6560
Radford University	2013-01-01	1531512.5110
Radford University	2013-02-01	3565180.9998
Radford University	2013-03-01	3380694.2513
Radford University	2013-04-01	3419744.8100
Radford University	2013-05-01	4822847.7454
Radford University	2013-06-01	14644332.1000
Radford University	2013-07-01	2426611.3986
Radford University	2013-08-01	5338341.9404
Radford University	2013-09-01	2351525.2739
Radford University	2013-10-01	41377846.1830
Radford University	2013-11-01	1798608.8545
Radford University	2013-12-01	8543761.7800
Radford University	2014-01-01	8337498.9000
Radford University	2014-02-01	3262487.0110
Radford University	2014-03-01	3977549.2330
Radford University	2014-04-01	3228732.0310
Radford University	2014-05-01	4859761.0690
Radford University	2014-06-01	34990545.4370
Radford University	2014-07-01	7155547.4630
Radford University	2014-08-01	42463219.0150
Radford University	2014-09-01	30874152.3330
Radford University	2014-10-01	1737226.9990
Radford University	2014-11-01	1861479.7300
Radford University	2014-12-01	2435439.7940
Radford University	2015-01-01	1947903.6626
Radford University	2015-02-01	62967821.1110
Radford University	2015-03-01	8800903.4898
Radford University	2015-04-01	624155.7600
Virginia State University	2002-01-01	34241.3800
Virginia State University	2002-02-01	128976.4320
Virginia State University	2002-03-01	262586.6670
Virginia State University	2002-04-01	161707.7740
Virginia State University	2002-05-01	245159.7460
Virginia State University	2002-06-01	94797.0444
Virginia State University	2002-07-01	238967.8528
Virginia State University	2002-08-01	117286.5178
Virginia State University	2002-09-01	68483.3911
Virginia State University	2002-10-01	93910.8543
Virginia State University	2002-11-01	4905.7800
Virginia State University	2003-08-01	1306.8800
Virginia State University	2004-09-01	93.2200
Virginia State University	2005-07-01	4670222.1155
Virginia State University	2005-08-01	808882.1700
Virginia State University	2005-09-01	809803.1106
Virginia State University	2005-10-01	1242002.8128
Virginia State University	2005-11-01	5835455.4940
Virginia State University	2005-12-01	1494923.1625
Virginia State University	2006-01-01	2547123.5520
Virginia State University	2006-02-01	719362.4329
Virginia State University	2006-03-01	2489983.8390
Virginia State University	2006-04-01	2553619.0984
Virginia State University	2006-05-01	2423056.5150
Virginia State University	2006-06-01	5815175.2600
Virginia State University	2006-07-01	3110872.7550
Virginia State University	2006-08-01	9800612.7130
Virginia State University	2006-09-01	2889689.4290
Virginia State University	2006-10-01	1039307.1071
Virginia State University	2006-11-01	913543.7207
Virginia State University	2006-12-01	1381330.9210
Virginia State University	2007-01-01	21012444.2400
Virginia State University	2007-02-01	895273.2620
Virginia State University	2007-03-01	2474566.6090
Virginia State University	2007-04-01	2008423.2616
Virginia State University	2007-05-01	1828340.1090
Virginia State University	2007-06-01	3647647.1340
Virginia State University	2007-07-01	3815317.4654
Virginia State University	2007-08-01	2311543.4040
Virginia State University	2007-09-01	6409345.9191
Virginia State University	2007-10-01	1423112.5182
Virginia State University	2007-11-01	1373648.5610
Virginia State University	2007-12-01	1352916.7757
Virginia State University	2008-01-01	1597323.2106
Virginia State University	2008-02-01	1387843.7460
Virginia State University	2008-03-01	1355377.8400
Virginia State University	2008-04-01	1231089.1600
Virginia State University	2008-05-01	1973269.7744
Virginia State University	2008-06-01	1875787.5100
Virginia State University	2008-07-01	3152650.8297
Virginia State University	2008-08-01	5406517.4220
Virginia State University	2008-09-01	963466.9400
Virginia State University	2008-10-01	1274314.8500
Virginia State University	2008-11-01	1287361.5900
Virginia State University	2008-12-01	1444005.0200
Virginia State University	2009-01-01	1856596.1480
Virginia State University	2009-02-01	1660338.2500
Virginia State University	2009-03-01	1727179.2344
Virginia State University	2009-04-01	4413539.3300
Virginia State University	2009-05-01	6829229.2896
Virginia State University	2009-06-01	4530276.5830
Virginia State University	2009-07-01	7729368.0588
Virginia State University	2009-08-01	6462375.3200
Virginia State University	2009-09-01	4250704.0379
Virginia State University	2009-10-01	1353771.0550
Virginia State University	2009-11-01	1267067.5444
Virginia State University	2009-12-01	678104.3791
Virginia State University	2010-01-01	2402096.4840
Virginia State University	2010-02-01	3424482.6610
Virginia State University	2010-03-01	2666107.9190
Virginia State University	2010-04-01	3253244.4780
Virginia State University	2010-05-01	3408285.3550
Virginia State University	2010-06-01	4648749.8236
Virginia State University	2010-07-01	28220582.2381
Virginia State University	2010-08-01	13987651.4296
Virginia State University	2010-09-01	1336178.7151
Virginia State University	2010-10-01	5859963.1100
Virginia State University	2010-11-01	2118071.1382
Virginia State University	2010-12-01	1837559.4510
Virginia State University	2011-01-01	770699.0864
Virginia State University	2011-02-01	2700451.2564
Virginia State University	2011-03-01	4490332.7122
Virginia State University	2011-04-01	2657832.7510
Virginia State University	2011-05-01	2289520.7569
Virginia State University	2011-06-01	5580166.4080
Virginia State University	2011-07-01	29267674.2400
Virginia State University	2011-08-01	3081394.7170
Virginia State University	2011-09-01	2492968.5152
Virginia State University	2011-10-01	9350763.5750
Virginia State University	2011-11-01	2768743.1300
Virginia State University	2011-12-01	7339702.0260
Virginia State University	2012-01-01	23085264.0520
Virginia State University	2012-02-01	2297465.1520
Virginia State University	2012-03-01	1710923.0678
Virginia State University	2012-04-01	1815953.8360
Virginia State University	2012-05-01	4562128.2181
Virginia State University	2012-06-01	1068510.7287
Virginia State University	2012-07-01	37500661.6867
Virginia State University	2012-08-01	7452777.6574
Virginia State University	2012-09-01	805636.3736
Virginia State University	2012-10-01	2126035.4300
Virginia State University	2012-11-01	2153485.5540
Virginia State University	2012-12-01	1359908.3596
Virginia State University	2013-01-01	1220007.9920
Virginia State University	2013-02-01	1243229.3230
Virginia State University	2013-03-01	1656445.5820
Virginia State University	2013-04-01	2500469.3495
Virginia State University	2013-05-01	1432197.9042
Virginia State University	2013-06-01	3084421.2635
Virginia State University	2013-07-01	5066828.9412
Virginia State University	2013-08-01	12197871.3706
Virginia State University	2013-09-01	1808271.0088
Virginia State University	2013-10-01	2037502.1935
Virginia State University	2013-11-01	5601632.5200
Virginia State University	2013-12-01	1458880.5390
Virginia State University	2014-01-01	691278.0750
Virginia State University	2014-02-01	4477470.3300
Virginia State University	2014-03-01	24411222.7850
Virginia State University	2014-04-01	2491431.5770
Virginia State University	2014-05-01	7414802.8550
Virginia State University	2014-06-01	15343955.0000
Virginia State University	2014-07-01	1474504.1438
Virginia State University	2014-08-01	10930493.0850
Virginia State University	2014-09-01	2304271.6860
Virginia State University	2014-10-01	27516511.6025
Virginia State University	2014-11-01	36365502.8910
Virginia State University	2014-12-01	2480881.9050
Virginia State University	2015-01-01	2318523.0500
Virginia State University	2015-02-01	40179106.9600
Virginia State University	2015-03-01	2728924.9440
Virginia State University	2015-04-01	368594.7550
Christopher Newport University	2001-11-01	1577.6500
Christopher Newport University	2002-01-01	33193.1000
Christopher Newport University	2002-02-01	256.0000
Christopher Newport University	2002-04-01	14108.4900
Christopher Newport University	2002-05-01	4889.7600
Christopher Newport University	2002-06-01	594.7626
Christopher Newport University	2002-07-01	5682.6383
Christopher Newport University	2002-08-01	2558.8000
Christopher Newport University	2002-10-01	133197.1456
Christopher Newport University	2002-11-01	9842.0000
Christopher Newport University	2005-07-01	562814.1968
Christopher Newport University	2005-08-01	3382414.8387
Christopher Newport University	2005-09-01	1310590.1066
Christopher Newport University	2005-10-01	1046495.9435
Christopher Newport University	2005-11-01	1291350.7554
Christopher Newport University	2005-12-01	774062.4850
Christopher Newport University	2006-01-01	861243.8217
Christopher Newport University	2006-02-01	1380160.8920
Christopher Newport University	2006-03-01	2674038.9032
Christopher Newport University	2006-04-01	364450.0240
Christopher Newport University	2006-05-01	573073.5754
Christopher Newport University	2006-06-01	408192.2952
Christopher Newport University	2006-07-01	3630256.7304
Christopher Newport University	2006-08-01	4293581.6490
Christopher Newport University	2006-09-01	900702.7032
Christopher Newport University	2006-10-01	1031965.5690
Christopher Newport University	2006-11-01	756600.3980
Christopher Newport University	2006-12-01	692195.7370
Christopher Newport University	2007-01-01	437568.7850
Christopher Newport University	2007-02-01	498666.2958
Christopher Newport University	2007-03-01	825391.7210
Christopher Newport University	2007-04-01	665585.9668
Christopher Newport University	2007-05-01	1405651.9660
Christopher Newport University	2007-06-01	4709380.7668
Christopher Newport University	2007-07-01	938652.4540
Christopher Newport University	2007-08-01	1592413.2220
Christopher Newport University	2007-09-01	981657.7614
Christopher Newport University	2007-10-01	1043271.6750
Christopher Newport University	2007-11-01	1168206.2928
Christopher Newport University	2007-12-01	889400.8378
Christopher Newport University	2008-01-01	1233079.8948
Christopher Newport University	2008-02-01	1138829.9606
Christopher Newport University	2008-03-01	1048707.3590
Christopher Newport University	2008-04-01	29923974.6140
Christopher Newport University	2008-05-01	3377343.2080
Christopher Newport University	2008-06-01	1265201.2604
Christopher Newport University	2008-07-01	1802236.8280
Christopher Newport University	2008-08-01	1417622.8100
Christopher Newport University	2008-09-01	1308895.3216
Christopher Newport University	2008-10-01	2117412.8300
Christopher Newport University	2008-11-01	697010.4500
Christopher Newport University	2008-12-01	668023.7720
Christopher Newport University	2009-01-01	1408904.5638
Christopher Newport University	2009-02-01	2612336.4012
Christopher Newport University	2009-03-01	1457115.4200
Christopher Newport University	2009-04-01	3080343.2652
Christopher Newport University	2009-05-01	964799.2036
Christopher Newport University	2009-06-01	1448697.9497
Christopher Newport University	2009-07-01	1292601.5576
Christopher Newport University	2009-08-01	1751580.7100
Christopher Newport University	2009-09-01	2060123.9768
Christopher Newport University	2009-10-01	11462531.5392
Christopher Newport University	2009-11-01	1313963.9784
Christopher Newport University	2009-12-01	605986.7130
Christopher Newport University	2010-01-01	1714044.8332
Christopher Newport University	2010-02-01	1441593.2078
Christopher Newport University	2010-03-01	880376.0056
Christopher Newport University	2010-04-01	1024659.1634
Christopher Newport University	2010-05-01	1245691.2144
Christopher Newport University	2010-06-01	3578553.6330
Christopher Newport University	2010-07-01	1175156.5765
Christopher Newport University	2010-08-01	1515296.5008
Christopher Newport University	2010-09-01	978916.1162
Christopher Newport University	2010-10-01	627016.7368
Christopher Newport University	2010-11-01	1520033.5360
Christopher Newport University	2010-12-01	792429.0028
Christopher Newport University	2011-01-01	2502685.7560
Christopher Newport University	2011-02-01	2566589.5490
Christopher Newport University	2011-03-01	1454856.0964
Christopher Newport University	2011-04-01	1181000.9038
Christopher Newport University	2011-05-01	7188086.0170
Christopher Newport University	2011-06-01	5479324.4570
Christopher Newport University	2011-07-01	23003426.1440
Christopher Newport University	2011-08-01	1585798.2252
Christopher Newport University	2011-09-01	1403011.9376
Christopher Newport University	2011-10-01	1189956.5856
Christopher Newport University	2011-11-01	4787879.3810
Christopher Newport University	2011-12-01	22849047.6996
Christopher Newport University	2012-01-01	1102699.4705
Christopher Newport University	2012-02-01	1608794.5666
Christopher Newport University	2012-03-01	1007378.6320
Christopher Newport University	2012-04-01	1630692.9206
Christopher Newport University	2012-05-01	2294700.8650
Christopher Newport University	2012-06-01	3422180.3304
Christopher Newport University	2012-07-01	1018287.9420
Christopher Newport University	2012-08-01	4826561.3006
Christopher Newport University	2012-09-01	2650798.0650
Christopher Newport University	2012-10-01	1387479.4427
Christopher Newport University	2012-11-01	4265143.0676
Christopher Newport University	2012-12-01	1624702.6136
Christopher Newport University	2013-01-01	1476737.1844
Christopher Newport University	2013-02-01	2007850.7737
Christopher Newport University	2013-03-01	7171921.7860
Christopher Newport University	2013-04-01	1480936.9784
Christopher Newport University	2013-05-01	7963622.4760
Christopher Newport University	2013-06-01	1615685.2172
Christopher Newport University	2013-07-01	38167165.6676
Christopher Newport University	2013-08-01	29620482.9174
Christopher Newport University	2013-09-01	1538011.3458
Christopher Newport University	2013-10-01	1721588.2120
Christopher Newport University	2013-11-01	1720735.9850
Christopher Newport University	2013-12-01	3714637.5500
Christopher Newport University	2014-01-01	3020900.6200
Christopher Newport University	2014-02-01	70748821.4320
Christopher Newport University	2014-03-01	35152219.0610
Christopher Newport University	2014-04-01	10542038.2800
Christopher Newport University	2014-05-01	6525072.3140
Christopher Newport University	2014-06-01	13190799.1820
Christopher Newport University	2014-07-01	22403727.4370
Christopher Newport University	2014-08-01	1837480.7540
Christopher Newport University	2014-09-01	1911824.6170
Christopher Newport University	2014-10-01	2516739.5620
Christopher Newport University	2014-11-01	49660749.8891
Christopher Newport University	2014-12-01	1366004.4470
Christopher Newport University	2015-01-01	70532407.8901
Christopher Newport University	2015-02-01	11945678.6135
Christopher Newport University	2015-03-01	1936126.4500
Christopher Newport University	2015-04-01	1650910.3350
Old Dominion University	2002-04-01	53895.5000
Old Dominion University	2002-05-01	346601.8800
Old Dominion University	2002-06-01	23655.9700
Old Dominion University	2002-07-01	27744.0310
Old Dominion University	2002-08-01	73780.4345
Old Dominion University	2002-09-01	40871.6311
Old Dominion University	2002-10-01	57877.5700
Old Dominion University	2004-12-01	150.0000
Old Dominion University	2005-07-01	2711710.5682
Old Dominion University	2005-08-01	2142127.7573
Old Dominion University	2005-09-01	2582571.1127
Old Dominion University	2005-10-01	871850.3462
Old Dominion University	2005-11-01	1169556.2632
Old Dominion University	2005-12-01	1938606.0036
Old Dominion University	2006-01-01	1448538.2822
Old Dominion University	2006-02-01	1945341.3345
Old Dominion University	2006-03-01	1609650.8892
Old Dominion University	2006-04-01	2541617.8244
Old Dominion University	2006-05-01	2931747.3594
Old Dominion University	2006-06-01	4284618.2518
Old Dominion University	2006-07-01	8340706.2633
Old Dominion University	2006-08-01	3727355.5296
Old Dominion University	2006-09-01	2421076.0535
Old Dominion University	2006-10-01	1733454.9411
Old Dominion University	2006-11-01	3010408.6334
Old Dominion University	2006-12-01	2289240.4375
Old Dominion University	2007-01-01	3772201.9764
Old Dominion University	2007-02-01	7603712.5530
Old Dominion University	2007-03-01	10280836.9908
Old Dominion University	2007-04-01	13854431.2434
Old Dominion University	2007-05-01	4749114.5513
Old Dominion University	2007-06-01	8147245.1818
Old Dominion University	2007-07-01	3808391.3902
Old Dominion University	2007-08-01	4172729.5336
Old Dominion University	2007-09-01	1905067.5617
Old Dominion University	2007-10-01	2850155.5790
Old Dominion University	2007-11-01	2535038.3402
Old Dominion University	2007-12-01	1207130.7194
Old Dominion University	2008-01-01	2135921.0682
Old Dominion University	2008-02-01	9935597.4890
Old Dominion University	2008-03-01	2235773.4182
Old Dominion University	2008-04-01	4635953.6398
Old Dominion University	2008-05-01	14063560.5613
Old Dominion University	2008-06-01	11965519.1734
Old Dominion University	2008-07-01	17116782.1198
Old Dominion University	2008-08-01	3104996.7241
Old Dominion University	2008-09-01	1162103.4172
Old Dominion University	2008-10-01	1820184.8488
Old Dominion University	2008-11-01	5321718.8206
Old Dominion University	2008-12-01	2475628.2471
Old Dominion University	2009-01-01	37944728.9580
Old Dominion University	2009-02-01	2454285.6870
Old Dominion University	2009-03-01	4716761.7118
Old Dominion University	2009-04-01	2278702.9930
Old Dominion University	2009-05-01	6995424.0538
Old Dominion University	2009-06-01	8187923.4924
Old Dominion University	2009-07-01	5058042.4380
Old Dominion University	2009-08-01	20756114.9470
Old Dominion University	2009-09-01	3144732.8026
Old Dominion University	2009-10-01	1596445.8240
Old Dominion University	2009-11-01	1798018.4544
Old Dominion University	2009-12-01	1273557.4504
Old Dominion University	2010-01-01	25210940.0828
Old Dominion University	2010-02-01	32253948.4540
Old Dominion University	2010-03-01	7007276.2470
Old Dominion University	2010-04-01	3463457.0538
Old Dominion University	2010-05-01	4022788.2116
Old Dominion University	2010-06-01	5122708.0610
Old Dominion University	2010-07-01	3226264.8338
Old Dominion University	2010-08-01	4206918.4842
Old Dominion University	2010-09-01	1271986.1690
Old Dominion University	2010-10-01	1107295.5338
Old Dominion University	2010-11-01	26427004.5738
Old Dominion University	2010-12-01	1422123.3300
Old Dominion University	2011-01-01	1431303.0704
Old Dominion University	2011-02-01	2169394.1922
Old Dominion University	2011-03-01	2724774.4602
Old Dominion University	2011-04-01	2426252.5680
Old Dominion University	2011-05-01	4998022.1812
Old Dominion University	2011-06-01	7383322.0240
Old Dominion University	2011-07-01	6451704.5698
Old Dominion University	2011-08-01	1894716.9670
Old Dominion University	2011-09-01	2172069.7532
Old Dominion University	2011-10-01	1335439.8302
Old Dominion University	2011-11-01	1155759.4114
Old Dominion University	2011-12-01	8541940.9300
Old Dominion University	2012-01-01	1840283.6466
Old Dominion University	2012-02-01	1804495.5390
Old Dominion University	2012-03-01	11517574.4430
Old Dominion University	2012-04-01	3312294.9283
Old Dominion University	2012-05-01	4175256.7910
Old Dominion University	2012-06-01	4958488.4118
Old Dominion University	2012-07-01	8322722.5714
Old Dominion University	2012-08-01	2980939.0092
Old Dominion University	2012-09-01	1123176.4650
Old Dominion University	2012-10-01	2452258.0370
Old Dominion University	2012-11-01	1228663.5244
Old Dominion University	2012-12-01	11383974.5682
Old Dominion University	2013-01-01	1812048.7720
Old Dominion University	2013-02-01	2245264.4660
Old Dominion University	2013-03-01	2464038.8980
Old Dominion University	2013-04-01	4003323.3132
Old Dominion University	2013-05-01	4881766.6778
Old Dominion University	2013-06-01	6294181.8552
Old Dominion University	2013-07-01	7061406.6256
Old Dominion University	2013-08-01	4866807.0704
Old Dominion University	2013-09-01	2920167.1140
Old Dominion University	2013-10-01	3216701.2000
Old Dominion University	2013-11-01	2132958.2700
Old Dominion University	2013-12-01	1344576.7900
Old Dominion University	2014-01-01	6067946.7800
Old Dominion University	2014-02-01	2646370.6100
Old Dominion University	2014-03-01	8408216.8900
Old Dominion University	2014-04-01	22028724.0200
Old Dominion University	2014-05-01	25836702.9100
Old Dominion University	2014-06-01	6994016.6750
Old Dominion University	2014-07-01	6478218.9900
Old Dominion University	2014-08-01	3491400.0900
Old Dominion University	2014-09-01	3009062.0000
Old Dominion University	2014-10-01	1388498.1500
Old Dominion University	2014-11-01	51083245.5100
Old Dominion University	2014-12-01	1782020.3950
Old Dominion University	2015-01-01	2465174.9700
Old Dominion University	2015-02-01	17937340.3790
Old Dominion University	2015-03-01	4836491.2200
Old Dominion University	2015-04-01	878876.4100
Department of Corrections	2001-10-01	946.0300
Department of Corrections	2001-11-01	8000.0000
Department of Corrections	2001-12-01	12992.9400
Department of Corrections	2002-01-01	1197345.6700
Department of Corrections	2002-02-01	248329.9700
Department of Corrections	2002-03-01	392696.3070
Department of Corrections	2002-04-01	657812.2727
Department of Corrections	2002-05-01	587225.9826
Department of Corrections	2002-06-01	2130973.9300
Department of Corrections	2002-07-01	1455146.7575
Department of Corrections	2002-08-01	996348.2626
Department of Corrections	2002-09-01	998448.4370
Department of Corrections	2002-10-01	1341346.1219
Department of Corrections	2002-11-01	37539.9073
Department of Corrections	2003-01-01	19.4712
Department of Corrections	2003-02-01	825.0000
Department of Corrections	2003-07-01	721.4520
Department of Corrections	2003-10-01	4611.0460
Department of Corrections	2004-03-01	76.2300
Department of Corrections	2004-09-01	216.3600
Department of Corrections	2004-10-01	241.4100
Department of Corrections	2004-11-01	1060.5000
Department of Corrections	2004-12-01	83.4590
Department of Corrections	2005-07-01	4993564.7265
Department of Corrections	2005-08-01	2166339.9075
Department of Corrections	2005-09-01	5840340.1452
Department of Corrections	2005-10-01	2959433.6301
Department of Corrections	2005-11-01	4371434.8235
Department of Corrections	2005-12-01	2353259.4761
Department of Corrections	2006-01-01	1725644.9447
Department of Corrections	2006-02-01	2364634.1700
Department of Corrections	2006-03-01	2987088.7317
Department of Corrections	2006-04-01	3923943.2068
Department of Corrections	2006-05-01	5115709.2286
Department of Corrections	2006-06-01	3402610.8804
Department of Corrections	2006-07-01	3856724.3758
Department of Corrections	2006-08-01	10013913.0117
Department of Corrections	2006-09-01	3067038.3414
Department of Corrections	2006-10-01	3175387.2605
Department of Corrections	2006-11-01	3536124.3763
Department of Corrections	2006-12-01	1962108.1861
