agency	month	montly_spend
Department of Medical Assistance Services	2012-07-01	1043350.2750
Department of Medical Assistance Services	2012-08-01	36275469.5950
Department of Medical Assistance Services	2012-09-01	86129780.1400
Department of Medical Assistance Services	2012-10-01	1977950.8000
Department of Medical Assistance Services	2012-11-01	1228963.0080
Department of Medical Assistance Services	2012-12-01	1067353.4900
Department of Medical Assistance Services	2013-01-01	52811.5300
Department of Medical Assistance Services	2013-02-01	125758.4550
Department of Medical Assistance Services	2013-03-01	580289.9100
Department of Medical Assistance Services	2013-04-01	560148.7234
Department of Medical Assistance Services	2013-05-01	52952.3650
Department of Medical Assistance Services	2013-06-01	1571169.3330
Department of Medical Assistance Services	2013-07-01	86244646.0230
Department of Medical Assistance Services	2013-08-01	22614794.1830
Department of Medical Assistance Services	2013-09-01	1366829.6284
Department of Medical Assistance Services	2013-10-01	31060794.3350
Department of Medical Assistance Services	2013-11-01	4877159.9900
Department of Medical Assistance Services	2013-12-01	11256911.6320
Department of Medical Assistance Services	2014-01-01	3572642.0430
Department of Medical Assistance Services	2014-02-01	1031906.8700
Department of Medical Assistance Services	2014-03-01	243079.4200
Department of Medical Assistance Services	2014-04-01	464296.0550
Department of Medical Assistance Services	2014-05-01	2921617.7820
Department of Medical Assistance Services	2014-06-01	4659968.6500
Department of Medical Assistance Services	2014-07-01	3627918.0850
Department of Medical Assistance Services	2014-08-01	210868.1310
Department of Medical Assistance Services	2014-09-01	76994623.7000
Department of Medical Assistance Services	2014-10-01	6103585.1740
Department of Medical Assistance Services	2014-11-01	1245190.0770
Department of Medical Assistance Services	2014-12-01	118852.7720
Department of Medical Assistance Services	2015-01-01	9627052.2700
Department of Medical Assistance Services	2015-02-01	3539184.3050
Department of Medical Assistance Services	2015-03-01	6121919.4110
Department of Medical Assistance Services	2015-04-01	1134996.2000
James Madison University	2001-09-01	25716.0000
James Madison University	2001-10-01	58478.4000
James Madison University	2001-11-01	61552.2000
James Madison University	2001-12-01	22270.8000
James Madison University	2002-01-01	25427.6000
James Madison University	2002-02-01	4140.0000
James Madison University	2002-03-01	1475.8800
James Madison University	2002-04-01	31609.2000
James Madison University	2002-05-01	43828.3600
James Madison University	2002-06-01	47344.1600
James Madison University	2002-07-01	86751.6000
James Madison University	2002-08-01	8355.0000
James Madison University	2002-09-01	14138.3000
James Madison University	2002-10-01	7673.4000
James Madison University	2002-11-01	6264.0000
James Madison University	2004-03-01	630.0000
James Madison University	2004-11-01	22.2300
James Madison University	2005-03-01	2147.0000
James Madison University	2005-07-01	5509112.3554
James Madison University	2005-08-01	5929506.7068
James Madison University	2005-09-01	3996005.1111
James Madison University	2005-10-01	25678925.7100
James Madison University	2005-11-01	20941129.8164
James Madison University	2005-12-01	1816347.0570
James Madison University	2006-01-01	2968542.6740
James Madison University	2006-02-01	3138587.4512
James Madison University	2006-03-01	3844521.1290
James Madison University	2006-04-01	3562280.6160
James Madison University	2006-05-01	10502005.4180
James Madison University	2006-06-01	3216949.7582
James Madison University	2006-07-01	3319190.5350
James Madison University	2006-08-01	5766191.6486
James Madison University	2006-09-01	4817744.7768
James Madison University	2006-10-01	1952402.0930
James Madison University	2006-11-01	2302663.5304
James Madison University	2006-12-01	2479262.6266
James Madison University	2007-01-01	3474937.1180
James Madison University	2007-02-01	3223042.9894
James Madison University	2007-03-01	2685297.3865
James Madison University	2007-04-01	3857675.3185
James Madison University	2007-05-01	4956849.3322
James Madison University	2007-06-01	10780685.1576
James Madison University	2007-07-01	4735949.4230
James Madison University	2007-08-01	14437467.0892
James Madison University	2007-09-01	3262502.3780
James Madison University	2007-10-01	5599496.2290
James Madison University	2007-11-01	3270681.9910
James Madison University	2007-12-01	2452432.4640
James Madison University	2008-01-01	6307896.4820
James Madison University	2008-02-01	2353441.5392
James Madison University	2008-03-01	4093419.5994
James Madison University	2008-04-01	4972151.0610
James Madison University	2008-05-01	3206045.1790
James Madison University	2008-06-01	15806326.3640
James Madison University	2008-07-01	4591451.1720
James Madison University	2008-08-01	3021665.5224
James Madison University	2008-09-01	3572222.6938
James Madison University	2008-10-01	3725854.7770
James Madison University	2008-11-01	25742252.2360
James Madison University	2008-12-01	3063342.7800
James Madison University	2009-01-01	5355048.2326
James Madison University	2009-02-01	4989912.3940
James Madison University	2009-03-01	10458526.0170
James Madison University	2009-04-01	6929039.9860
James Madison University	2009-05-01	11218468.2500
James Madison University	2009-06-01	8770492.3795
James Madison University	2009-07-01	5479695.4600
James Madison University	2009-08-01	3105084.1440
James Madison University	2009-09-01	2760152.1000
James Madison University	2009-10-01	6199066.4330
James Madison University	2009-11-01	3645583.7122
James Madison University	2009-12-01	5261225.5400
James Madison University	2010-01-01	9163519.3360
James Madison University	2010-02-01	27501290.8210
James Madison University	2010-03-01	13789010.1430
James Madison University	2010-04-01	4342702.4290
James Madison University	2010-05-01	24534566.2574
James Madison University	2010-06-01	8321290.2100
James Madison University	2010-07-01	4460452.7800
James Madison University	2010-08-01	9933914.0968
James Madison University	2010-09-01	3814109.8500
James Madison University	2010-10-01	3898675.7390
James Madison University	2010-11-01	1657058.6694
James Madison University	2010-12-01	1623886.5900
James Madison University	2011-01-01	3279375.5430
James Madison University	2011-02-01	2681955.5900
James Madison University	2011-03-01	9180784.7056
James Madison University	2011-04-01	3861162.0200
James Madison University	2011-05-01	7149849.3640
James Madison University	2011-06-01	6930478.1308
James Madison University	2011-07-01	101295511.3562
James Madison University	2011-08-01	7383278.1180
James Madison University	2011-09-01	1516384.6800
James Madison University	2011-10-01	39608354.7780
James Madison University	2011-11-01	3124742.9890
James Madison University	2011-12-01	58511159.6820
James Madison University	2012-01-01	2995605.4013
James Madison University	2012-02-01	4956509.7584
James Madison University	2012-03-01	7057882.2570
James Madison University	2012-04-01	9522021.4100
James Madison University	2012-05-01	6533961.1570
James Madison University	2012-06-01	6871232.9228
James Madison University	2012-07-01	8715674.3610
James Madison University	2012-08-01	5020071.3890
James Madison University	2012-09-01	2915010.8910
James Madison University	2012-10-01	3566019.9680
James Madison University	2012-11-01	7075542.5470
James Madison University	2012-12-01	5890972.0600
James Madison University	2013-01-01	8899857.2745
James Madison University	2013-02-01	12170857.1670
James Madison University	2013-03-01	13695456.4350
James Madison University	2013-04-01	4843751.1300
James Madison University	2013-05-01	11737490.4110
James Madison University	2013-06-01	42950889.1830
James Madison University	2013-07-01	7856098.1996
James Madison University	2013-08-01	5445417.3530
James Madison University	2013-09-01	4594421.8400
James Madison University	2013-10-01	13278176.1580
James Madison University	2013-11-01	3904409.3200
James Madison University	2013-12-01	7026043.1340
James Madison University	2014-01-01	43615637.3310
James Madison University	2014-02-01	5051040.5120
James Madison University	2014-03-01	17813746.5885
James Madison University	2014-04-01	12379102.2769
James Madison University	2014-05-01	18712022.3900
James Madison University	2014-06-01	118312790.1400
James Madison University	2014-07-01	9035756.5070
James Madison University	2014-08-01	7803929.0300
James Madison University	2014-09-01	8805126.0350
James Madison University	2014-10-01	51753629.1400
James Madison University	2014-11-01	3783170.3500
James Madison University	2014-12-01	8424347.3980
James Madison University	2015-01-01	113993339.3670
James Madison University	2015-02-01	14453651.1100
James Madison University	2015-03-01	32444964.8040
James Madison University	2015-04-01	35350488.6820
George Mason University	2001-10-01	1250.0000
George Mason University	2001-11-01	623.0000
George Mason University	2001-12-01	9079.4000
George Mason University	2002-01-01	107224.1500
George Mason University	2002-02-01	38919.3500
George Mason University	2002-03-01	30264.1700
George Mason University	2002-04-01	64032.3300
George Mason University	2002-05-01	105567.6000
George Mason University	2002-07-01	8402.0000
George Mason University	2002-08-01	23165.2000
George Mason University	2002-09-01	91907.2600
George Mason University	2002-10-01	35168.3700
George Mason University	2002-11-01	6234.0000
George Mason University	2005-04-01	8000.0000
George Mason University	2005-07-01	6911963.4046
George Mason University	2005-08-01	10659892.8226
George Mason University	2005-09-01	6031580.1966
George Mason University	2005-10-01	3748801.4871
George Mason University	2005-11-01	2062837.6814
George Mason University	2005-12-01	3224969.8594
George Mason University	2006-01-01	6476022.0104
George Mason University	2006-02-01	8497099.1130
George Mason University	2006-03-01	7901875.4426
George Mason University	2006-04-01	80612662.6066
George Mason University	2006-05-01	5464949.9808
George Mason University	2006-06-01	14063362.3807
George Mason University	2006-07-01	5968958.8451
George Mason University	2006-08-01	5025554.4814
George Mason University	2006-09-01	7129446.7163
George Mason University	2006-10-01	7216716.4601
George Mason University	2006-11-01	7893810.5210
George Mason University	2006-12-01	3255372.2035
George Mason University	2007-01-01	16260439.1755
George Mason University	2007-02-01	4313475.6649
George Mason University	2007-03-01	8192364.0928
George Mason University	2007-04-01	4765828.4149
George Mason University	2007-05-01	7988769.7029
George Mason University	2007-06-01	21405581.1786
George Mason University	2007-07-01	9170875.3763
George Mason University	2007-08-01	13938343.4624
George Mason University	2007-09-01	21546060.2557
George Mason University	2007-10-01	5811389.4959
George Mason University	2007-11-01	10596182.0622
George Mason University	2007-12-01	5341947.7718
George Mason University	2008-01-01	5924593.9029
George Mason University	2008-02-01	6901530.0465
George Mason University	2008-03-01	53389949.8374
George Mason University	2008-04-01	10182525.3976
George Mason University	2008-05-01	18213322.8251
George Mason University	2008-06-01	7910436.5913
George Mason University	2008-07-01	34283833.4685
George Mason University	2008-08-01	9195899.8658
George Mason University	2008-09-01	46673192.0390
George Mason University	2008-10-01	8969907.3278
George Mason University	2008-11-01	9927639.9951
George Mason University	2008-12-01	7015152.6536
George Mason University	2009-01-01	60201708.3017
George Mason University	2009-02-01	12185695.3905
George Mason University	2009-03-01	10669117.1766
George Mason University	2009-04-01	12641839.9313
George Mason University	2009-05-01	6456644.2126
George Mason University	2009-06-01	12952962.5943
George Mason University	2009-07-01	34793477.4385
George Mason University	2009-08-01	6709271.3807
George Mason University	2009-09-01	14470616.7326
George Mason University	2009-10-01	5255783.9178
George Mason University	2009-11-01	7149452.4478
George Mason University	2009-12-01	5738968.4575
George Mason University	2010-01-01	4063906.3802
George Mason University	2010-02-01	27241081.1007
George Mason University	2010-03-01	11734821.4412
George Mason University	2010-04-01	6527036.4624
George Mason University	2010-05-01	8678729.7117
George Mason University	2010-06-01	56290820.5221
George Mason University	2010-07-01	11634230.5802
George Mason University	2010-08-01	66546554.9532
George Mason University	2010-09-01	5668082.1649
George Mason University	2010-10-01	6181653.2041
George Mason University	2010-11-01	13414329.0565
George Mason University	2010-12-01	7442838.5271
George Mason University	2011-01-01	54435651.5016
George Mason University	2011-02-01	8794420.8484
George Mason University	2011-03-01	81672461.3701
George Mason University	2011-04-01	8266753.0952
George Mason University	2011-05-01	7593799.9411
George Mason University	2011-06-01	13154955.1894
George Mason University	2011-07-01	13534959.5472
George Mason University	2011-08-01	14446683.6390
George Mason University	2011-09-01	24564337.3554
George Mason University	2011-10-01	5960711.7625
George Mason University	2011-11-01	5174661.0831
George Mason University	2011-12-01	4588220.4046
George Mason University	2012-01-01	18505883.5058
George Mason University	2012-02-01	12513436.2593
George Mason University	2012-03-01	8519669.1843
George Mason University	2012-04-01	6924456.5270
George Mason University	2012-05-01	8383661.1296
George Mason University	2012-06-01	6251857.2968
George Mason University	2012-07-01	14624681.3886
George Mason University	2012-08-01	4547604.1884
George Mason University	2012-09-01	29771551.9653
George Mason University	2012-10-01	7755283.9567
George Mason University	2012-11-01	7587655.9122
George Mason University	2012-12-01	5952680.2627
George Mason University	2013-01-01	6455713.0305
George Mason University	2013-02-01	11097142.2859
George Mason University	2013-03-01	7893511.6221
George Mason University	2013-04-01	13587116.0674
George Mason University	2013-05-01	10206936.8982
George Mason University	2013-06-01	11332711.2368
George Mason University	2013-07-01	9641513.2942
George Mason University	2013-08-01	9402779.5312
George Mason University	2013-09-01	5273764.0744
George Mason University	2013-10-01	48059908.7542
George Mason University	2013-11-01	4592031.2225
George Mason University	2013-12-01	24804661.8464
George Mason University	2014-01-01	11058864.6717
George Mason University	2014-02-01	5394055.2958
George Mason University	2014-03-01	11515639.6319
George Mason University	2014-04-01	6666325.3769
George Mason University	2014-05-01	17691282.6023
George Mason University	2014-06-01	11211609.6185
George Mason University	2014-07-01	19104102.6302
George Mason University	2014-08-01	34003074.7838
George Mason University	2014-09-01	4592661.1091
George Mason University	2014-10-01	25648269.0678
George Mason University	2014-11-01	7012280.6283
George Mason University	2014-12-01	7030587.9774
George Mason University	2015-01-01	6514741.7033
George Mason University	2015-02-01	3993028.5970
George Mason University	2015-03-01	8844931.7276
George Mason University	2015-04-01	1149225.0592
Virginia Commonwealth University	2003-07-01	1052.5000
Virginia Commonwealth University	2003-08-01	256.8100
Virginia Commonwealth University	2003-09-01	1224.5500
Virginia Commonwealth University	2004-01-01	4950.0000
Virginia Commonwealth University	2004-03-01	3436.7000
Virginia Commonwealth University	2004-05-01	972.7600
Virginia Commonwealth University	2004-07-01	8308.5800
Virginia Commonwealth University	2004-08-01	4504.7500
Virginia Commonwealth University	2004-09-01	327.0000
Virginia Commonwealth University	2004-10-01	4398.2000
Virginia Commonwealth University	2004-11-01	5558.7940
Virginia Commonwealth University	2004-12-01	2913.0000
Virginia Commonwealth University	2005-01-01	275.4000
Virginia Commonwealth University	2005-02-01	239.8500
Virginia Commonwealth University	2005-03-01	613.3500
Virginia Commonwealth University	2005-04-01	316.3200
Virginia Commonwealth University	2005-07-01	23909943.0996
Virginia Commonwealth University	2005-08-01	71563002.8991
Virginia Commonwealth University	2005-09-01	7284414.1506
Virginia Commonwealth University	2005-10-01	10499006.2434
Virginia Commonwealth University	2005-11-01	13408236.3816
Virginia Commonwealth University	2005-12-01	7422923.3250
Virginia Commonwealth University	2006-01-01	56316938.7712
Virginia Commonwealth University	2006-02-01	7306544.7096
Virginia Commonwealth University	2006-03-01	7327981.9926
Virginia Commonwealth University	2006-04-01	11395323.1420
Virginia Commonwealth University	2006-05-01	6237685.7440
Virginia Commonwealth University	2006-06-01	9716689.9456
Virginia Commonwealth University	2006-07-01	5261692.7840
Virginia Commonwealth University	2006-08-01	7698321.6278
Virginia Commonwealth University	2006-09-01	7479712.1385
Virginia Commonwealth University	2006-10-01	7835318.0775
Virginia Commonwealth University	2006-11-01	7359043.7877
Virginia Commonwealth University	2006-12-01	8401836.5326
Virginia Commonwealth University	2007-01-01	15085032.0939
Virginia Commonwealth University	2007-02-01	9583171.7922
Virginia Commonwealth University	2007-03-01	20835832.0858
Virginia Commonwealth University	2007-04-01	8684705.1147
Virginia Commonwealth University	2007-05-01	12448611.4089
Virginia Commonwealth University	2007-06-01	12065902.5054
Virginia Commonwealth University	2007-07-01	14537094.4980
Virginia Commonwealth University	2007-08-01	12797034.0446
Virginia Commonwealth University	2007-09-01	8150151.5084
Virginia Commonwealth University	2007-10-01	14011441.7188
Virginia Commonwealth University	2007-11-01	8930205.0224
Virginia Commonwealth University	2007-12-01	7133072.8986
Virginia Commonwealth University	2008-01-01	13739692.6359
Virginia Commonwealth University	2008-02-01	13599151.3870
Virginia Commonwealth University	2008-03-01	12074947.5943
Virginia Commonwealth University	2008-04-01	12455567.3250
Virginia Commonwealth University	2008-05-01	37359745.8880
Virginia Commonwealth University	2008-06-01	14468525.0410
Virginia Commonwealth University	2008-07-01	22618462.7158
Virginia Commonwealth University	2008-08-01	14371695.1730
Virginia Commonwealth University	2008-09-01	56966116.3514
Virginia Commonwealth University	2008-10-01	10641940.8147
Virginia Commonwealth University	2008-11-01	21048883.0094
Virginia Commonwealth University	2008-12-01	21582873.0487
Virginia Commonwealth University	2009-01-01	30295149.2201
Virginia Commonwealth University	2009-02-01	20850887.2896
Virginia Commonwealth University	2009-03-01	26133083.4487
Virginia Commonwealth University	2009-04-01	18856161.7157
Virginia Commonwealth University	2009-05-01	15801223.8065
Virginia Commonwealth University	2009-06-01	38292323.7292
Virginia Commonwealth University	2009-07-01	23220475.8488
Virginia Commonwealth University	2009-08-01	29936849.9909
Virginia Commonwealth University	2009-09-01	18543719.3285
Virginia Commonwealth University	2009-10-01	7171950.8042
Virginia Commonwealth University	2009-11-01	9703945.3391
Virginia Commonwealth University	2009-12-01	10607615.0744
Virginia Commonwealth University	2010-01-01	9448925.8810
Virginia Commonwealth University	2010-02-01	9440531.1026
Virginia Commonwealth University	2010-03-01	17634552.8690
Virginia Commonwealth University	2010-04-01	20640086.6523
Virginia Commonwealth University	2010-05-01	14004690.1699
Virginia Commonwealth University	2010-06-01	31781210.7073
Virginia Commonwealth University	2010-07-01	13582532.8326
Virginia Commonwealth University	2010-08-01	13602216.0133
Virginia Commonwealth University	2010-09-01	12921087.7804
Virginia Commonwealth University	2010-10-01	8061786.3728
Virginia Commonwealth University	2010-11-01	8010114.5251
Virginia Commonwealth University	2010-12-01	14891350.6586
Virginia Commonwealth University	2011-01-01	14710658.3246
Virginia Commonwealth University	2011-02-01	9968892.3062
Virginia Commonwealth University	2011-03-01	46654025.9686
Virginia Commonwealth University	2011-04-01	10858017.2680
Virginia Commonwealth University	2011-05-01	15962342.6696
Virginia Commonwealth University	2011-06-01	15872263.0662
Virginia Commonwealth University	2011-07-01	27089765.9034
Virginia Commonwealth University	2011-08-01	21494253.7288
Virginia Commonwealth University	2011-09-01	7681268.7020
Virginia Commonwealth University	2011-10-01	11768794.7153
Virginia Commonwealth University	2011-11-01	23739063.2616
Virginia Commonwealth University	2011-12-01	10680768.7888
Virginia Commonwealth University	2012-01-01	12404188.1613
Virginia Commonwealth University	2012-02-01	11642397.7656
Virginia Commonwealth University	2012-03-01	17977585.5679
Virginia Commonwealth University	2012-04-01	17335664.1234
Virginia Commonwealth University	2012-05-01	32536700.7912
Virginia Commonwealth University	2012-06-01	20411760.7936
Virginia Commonwealth University	2012-07-01	24099148.7874
Virginia Commonwealth University	2012-08-01	87610311.4392
Virginia Commonwealth University	2012-09-01	11028600.3801
Virginia Commonwealth University	2012-10-01	12236252.2540
Virginia Commonwealth University	2012-11-01	10078186.2041
Virginia Commonwealth University	2012-12-01	13020778.7405
Virginia Commonwealth University	2013-01-01	16099408.4581
Virginia Commonwealth University	2013-02-01	12944439.3177
Virginia Commonwealth University	2013-03-01	16081458.9320
Virginia Commonwealth University	2013-04-01	13027529.5659
Virginia Commonwealth University	2013-05-01	53497917.5718
Virginia Commonwealth University	2013-06-01	21270895.4380
Virginia Commonwealth University	2013-07-01	50576235.6551
Virginia Commonwealth University	2013-08-01	19138687.3140
Virginia Commonwealth University	2013-09-01	9841892.6711
Virginia Commonwealth University	2013-10-01	16355543.4824
Virginia Commonwealth University	2013-11-01	11139435.5950
Virginia Commonwealth University	2013-12-01	13660916.6401
Virginia Commonwealth University	2014-01-01	69479761.9398
Virginia Commonwealth University	2014-02-01	63455348.7875
Virginia Commonwealth University	2014-03-01	48493389.4159
Virginia Commonwealth University	2014-04-01	23508936.4930
Virginia Commonwealth University	2014-05-01	44397530.7653
Virginia Commonwealth University	2014-06-01	80341785.5481
Virginia Commonwealth University	2014-07-01	35866389.7321
Virginia Commonwealth University	2014-08-01	16283081.5999
Virginia Commonwealth University	2014-09-01	28033841.1280
Virginia Commonwealth University	2014-10-01	45555975.3126
Virginia Commonwealth University	2014-11-01	32153066.1916
Virginia Commonwealth University	2014-12-01	21782587.6646
Virginia Commonwealth University	2015-01-01	26884685.1252
Virginia Commonwealth University	2015-02-01	23154837.5161
Virginia Commonwealth University	2015-03-01	91660192.4455
Virginia Commonwealth University	2015-04-01	3651385.8186
Virginia Polytechnic Institute and State Universit	2001-08-01	136.5900
Virginia Polytechnic Institute and State Universit	2001-10-01	48.5200
Virginia Polytechnic Institute and State Universit	2001-11-01	21264.4700
Virginia Polytechnic Institute and State Universit	2001-12-01	1091056.0700
Virginia Polytechnic Institute and State Universit	2002-01-01	156625.8600
Virginia Polytechnic Institute and State Universit	2002-02-01	577125.1800
Virginia Polytechnic Institute and State Universit	2002-03-01	282461.6500
Virginia Polytechnic Institute and State Universit	2002-04-01	269916.0800
Virginia Polytechnic Institute and State Universit	2002-05-01	253942.2200
Virginia Polytechnic Institute and State Universit	2002-06-01	228500.7500
Virginia Polytechnic Institute and State Universit	2002-07-01	25976.1300
Virginia Polytechnic Institute and State Universit	2002-08-01	67873.1100
Virginia Polytechnic Institute and State Universit	2002-09-01	33750.9100
Virginia Polytechnic Institute and State Universit	2002-10-01	14272.7000
Virginia Polytechnic Institute and State Universit	2004-06-01	8109.3000
Virginia Polytechnic Institute and State Universit	2004-11-01	329.0600
Virginia Polytechnic Institute and State Universit	2005-07-01	7530448.0200
Virginia Polytechnic Institute and State Universit	2005-08-01	6330556.5400
Virginia Polytechnic Institute and State Universit	2005-09-01	4753330.3000
Virginia Polytechnic Institute and State Universit	2005-10-01	7492831.1900
Virginia Polytechnic Institute and State Universit	2005-11-01	3940387.9700
Virginia Polytechnic Institute and State Universit	2005-12-01	4811370.5900
Virginia Polytechnic Institute and State Universit	2006-01-01	5009329.9600
Virginia Polytechnic Institute and State Universit	2006-02-01	7312884.5000
Virginia Polytechnic Institute and State Universit	2006-03-01	10724992.4060
Virginia Polytechnic Institute and State Universit	2006-04-01	8821699.2100
Virginia Polytechnic Institute and State Universit	2006-05-01	45992404.2000
Virginia Polytechnic Institute and State Universit	2006-06-01	10522603.7600
Virginia Polytechnic Institute and State Universit	2006-07-01	7824552.4160
Virginia Polytechnic Institute and State Universit	2006-08-01	4464802.0700
Virginia Polytechnic Institute and State Universit	2006-09-01	4536284.9880
Virginia Polytechnic Institute and State Universit	2006-10-01	10916255.6800
Virginia Polytechnic Institute and State Universit	2006-11-01	7949515.2000
Virginia Polytechnic Institute and State Universit	2006-12-01	11493368.1200
Virginia Polytechnic Institute and State Universit	2007-01-01	12199125.9800
Virginia Polytechnic Institute and State Universit	2007-02-01	4742009.5170
Virginia Polytechnic Institute and State Universit	2007-03-01	25462912.1250
Virginia Polytechnic Institute and State Universit	2007-04-01	8210148.6980
Virginia Polytechnic Institute and State Universit	2007-05-01	7360822.1540
Virginia Polytechnic Institute and State Universit	2007-06-01	13636349.4881
Virginia Polytechnic Institute and State Universit	2007-07-01	8070407.0230
Virginia Polytechnic Institute and State Universit	2007-08-01	14339250.6204
Virginia Polytechnic Institute and State Universit	2007-09-01	6939803.5567
Virginia Polytechnic Institute and State Universit	2007-10-01	10573013.0245
Virginia Polytechnic Institute and State Universit	2007-11-01	10564733.4685
Virginia Polytechnic Institute and State Universit	2007-12-01	34545914.3250
Virginia Polytechnic Institute and State Universit	2008-01-01	6606138.3841
Virginia Polytechnic Institute and State Universit	2008-02-01	9651933.7019
Virginia Polytechnic Institute and State Universit	2008-03-01	18959702.0894
Virginia Polytechnic Institute and State Universit	2008-04-01	14039635.8586
Virginia Polytechnic Institute and State Universit	2008-05-01	10964484.1800
Virginia Polytechnic Institute and State Universit	2008-06-01	11422652.3793
Virginia Polytechnic Institute and State Universit	2008-07-01	18391425.0080
Virginia Polytechnic Institute and State Universit	2008-08-01	9063776.8572
Virginia Polytechnic Institute and State Universit	2008-09-01	7857005.7998
Virginia Polytechnic Institute and State Universit	2008-10-01	32682403.6082
Virginia Polytechnic Institute and State Universit	2008-11-01	8198548.7543
Virginia Polytechnic Institute and State Universit	2008-12-01	7652193.1420
Virginia Polytechnic Institute and State Universit	2009-01-01	19086924.6603
Virginia Polytechnic Institute and State Universit	2009-02-01	10485490.0597
Virginia Polytechnic Institute and State Universit	2009-03-01	9801624.9211
Virginia Polytechnic Institute and State Universit	2009-04-01	14184228.4325
Virginia Polytechnic Institute and State Universit	2009-05-01	13352181.9911
Virginia Polytechnic Institute and State Universit	2009-06-01	71461445.1274
Virginia Polytechnic Institute and State Universit	2009-07-01	9696225.5692
Virginia Polytechnic Institute and State Universit	2009-08-01	13774988.9058
Virginia Polytechnic Institute and State Universit	2009-09-01	19631357.5662
Virginia Polytechnic Institute and State Universit	2009-10-01	14577859.9927
Virginia Polytechnic Institute and State Universit	2009-11-01	22415611.2453
Virginia Polytechnic Institute and State Universit	2009-12-01	8884127.8433
Virginia Polytechnic Institute and State Universit	2010-01-01	10779333.3799
Virginia Polytechnic Institute and State Universit	2010-02-01	9755875.1976
Virginia Polytechnic Institute and State Universit	2010-03-01	11427942.3552
Virginia Polytechnic Institute and State Universit	2010-04-01	12698603.7721
Virginia Polytechnic Institute and State Universit	2010-05-01	20643873.6327
Virginia Polytechnic Institute and State Universit	2010-06-01	33466594.4922
Virginia Polytechnic Institute and State Universit	2010-07-01	7285103.9995
Virginia Polytechnic Institute and State Universit	2010-08-01	28022546.1256
Virginia Polytechnic Institute and State Universit	2010-09-01	10803555.4591
Virginia Polytechnic Institute and State Universit	2010-10-01	8290012.5049
Virginia Polytechnic Institute and State Universit	2010-11-01	7625523.1771
Virginia Polytechnic Institute and State Universit	2010-12-01	6077831.5903
Virginia Polytechnic Institute and State Universit	2011-01-01	6672939.6779
Virginia Polytechnic Institute and State Universit	2011-02-01	14568300.9184
Virginia Polytechnic Institute and State Universit	2011-03-01	12916517.4043
Virginia Polytechnic Institute and State Universit	2011-04-01	14266065.4315
Virginia Polytechnic Institute and State Universit	2011-05-01	23375017.2396
Virginia Polytechnic Institute and State Universit	2011-06-01	22887803.3203
Virginia Polytechnic Institute and State Universit	2011-07-01	17708517.6315
Virginia Polytechnic Institute and State Universit	2011-08-01	19592027.7087
Virginia Polytechnic Institute and State Universit	2011-09-01	21099884.3541
Virginia Polytechnic Institute and State Universit	2011-10-01	12422570.4358
Virginia Polytechnic Institute and State Universit	2011-11-01	16735797.9819
Virginia Polytechnic Institute and State Universit	2011-12-01	9574801.3835
Virginia Polytechnic Institute and State Universit	2012-01-01	51557923.0149
Virginia Polytechnic Institute and State Universit	2012-02-01	33644506.3170
Virginia Polytechnic Institute and State Universit	2012-03-01	12328553.2968
Virginia Polytechnic Institute and State Universit	2012-04-01	13779556.6426
Virginia Polytechnic Institute and State Universit	2012-05-01	33309651.8406
Virginia Polytechnic Institute and State Universit	2012-06-01	19733204.1243
Virginia Polytechnic Institute and State Universit	2012-07-01	9403148.3058
Virginia Polytechnic Institute and State Universit	2012-08-01	9065226.3936
Virginia Polytechnic Institute and State Universit	2012-09-01	14126223.5427
Virginia Polytechnic Institute and State Universit	2012-10-01	16719637.4978
Virginia Polytechnic Institute and State Universit	2012-11-01	8126882.7463
Virginia Polytechnic Institute and State Universit	2012-12-01	9757899.5632
Virginia Polytechnic Institute and State Universit	2013-01-01	9968720.4034
Virginia Polytechnic Institute and State Universit	2013-02-01	8701290.8676
Virginia Polytechnic Institute and State Universit	2013-03-01	13611455.1407
Virginia Polytechnic Institute and State Universit	2013-04-01	19594472.3440
Virginia Polytechnic Institute and State Universit	2013-05-01	24143207.6313
Virginia Polytechnic Institute and State Universit	2013-06-01	16017972.6043
Virginia Polytechnic Institute and State Universit	2013-07-01	9991850.2737
Virginia Polytechnic Institute and State Universit	2013-08-01	9030105.6159
Virginia Polytechnic Institute and State Universit	2013-09-01	10460606.0678
Virginia Polytechnic Institute and State Universit	2013-10-01	14950204.2552
Virginia Polytechnic Institute and State Universit	2013-11-01	9028874.8110
Virginia Polytechnic Institute and State Universit	2013-12-01	11898886.6094
Virginia Polytechnic Institute and State Universit	2014-01-01	8031521.9039
Virginia Polytechnic Institute and State Universit	2014-02-01	10488511.3412
Virginia Polytechnic Institute and State Universit	2014-03-01	16767787.5972
Virginia Polytechnic Institute and State Universit	2014-04-01	47352538.5677
Virginia Polytechnic Institute and State Universit	2014-05-01	15553024.8517
Virginia Polytechnic Institute and State Universit	2014-06-01	15175180.0054
Virginia Polytechnic Institute and State Universit	2014-07-01	12320858.0779
Virginia Polytechnic Institute and State Universit	2014-08-01	58859240.5537
Virginia Polytechnic Institute and State Universit	2014-09-01	9598297.7286
Virginia Polytechnic Institute and State Universit	2014-10-01	13471571.8300
Virginia Polytechnic Institute and State Universit	2014-11-01	10070657.9013
Virginia Polytechnic Institute and State Universit	2014-12-01	9138930.7680
