agency	date	cost
Virginia Commonwealth University	2010-10-11	355534.5198
Virginia Commonwealth University	2011-03-28	293466.43
Virginia Commonwealth University	2008-09-09	552442.7324
Virginia Commonwealth University	2013-05-16	1406417.62
Virginia Commonwealth University	2012-11-28	543659.5048
Virginia Commonwealth University	2011-12-08	327240.788
Virginia Commonwealth University	2012-09-03	2141
Virginia Commonwealth University	2011-11-16	781130.926
Virginia Commonwealth University	2014-11-13	327479.331
Virginia Commonwealth University	2005-12-02	315487.716
Virginia Commonwealth University	2009-02-25	380913.75
Virginia Commonwealth University	2008-05-12	823177.782
Virginia Commonwealth University	2006-03-22	294889.85
Virginia Commonwealth University	2007-01-26	658993.55
Virginia Commonwealth University	2014-10-04	582.96
Virginia Commonwealth University	2011-02-28	181083.6848
Virginia Commonwealth University	2009-12-06	87560.8
Virginia Commonwealth University	2010-05-22	1866.76
Virginia Commonwealth University	2012-02-26	11663.947
Virginia Commonwealth University	2006-03-07	143768.3
Virginia Commonwealth University	2012-08-25	702.98
Virginia Commonwealth University	2009-10-22	352293.47
Virginia Commonwealth University	2008-05-29	4958752.96
Virginia Commonwealth University	2014-10-03	403397.73
Virginia Commonwealth University	2015-01-09	429401.46
Virginia Commonwealth University	2005-11-02	287987.084
Virginia Commonwealth University	2010-02-26	174958.46
Virginia Commonwealth University	2013-11-06	1146453.1
Virginia Commonwealth University	2010-08-20	223861.61
Virginia Commonwealth University	2009-05-20	645494.8101
Virginia Commonwealth University	2008-06-19	2515500.557
Virginia Commonwealth University	2015-03-04	449799.27
Virginia Commonwealth University	2006-02-14	702302.866
Virginia Commonwealth University	2006-05-02	435090.54
Virginia Commonwealth University	2007-08-07	226114.26
Virginia Commonwealth University	2009-02-18	680762.843
Virginia Commonwealth University	2009-03-02	18716.37
Virginia Commonwealth University	2004-08-27	125.39
Virginia Commonwealth University	2012-12-17	1682993.371
Virginia Commonwealth University	2013-07-15	311834.226
Virginia Commonwealth University	2009-09-07	19287.65
Virginia Commonwealth University	2013-07-20	269.83
Virginia Commonwealth University	2005-01-28	259.4
Virginia Commonwealth University	2010-07-13	1685480.68
Virginia Commonwealth University	2011-03-23	2538688.856
Virginia Commonwealth University	2014-11-24	702829.82
Virginia Commonwealth University	2015-02-12	579667.85
Virginia Commonwealth University	2011-04-04	513977.178
Virginia Commonwealth University	2008-12-17	3318349.98
Virginia Commonwealth University	2011-09-18	9484.821
Virginia Commonwealth University	2009-09-24	9592386.02
Virginia Commonwealth University	2006-06-30	146165.912
Virginia Commonwealth University	2008-03-27	385360.936
Virginia Commonwealth University	2011-09-28	318245.44
Virginia Commonwealth University	2012-01-11	2165367.15
Virginia Commonwealth University	2006-07-26	116470.691
Virginia Commonwealth University	2010-08-28	1290.06
Virginia Commonwealth University	2006-02-13	238.9
Virginia Commonwealth University	2011-11-17	1254490.418
Virginia Commonwealth University	2006-04-29	161008.007
Virginia Commonwealth University	2009-03-20	360079.7742
Virginia Commonwealth University	2009-06-23	206588.9105
Virginia Commonwealth University	2014-06-17	671673.168
Virginia Commonwealth University	2012-02-08	417230.3012
Virginia Commonwealth University	2010-11-11	752062.45
Virginia Commonwealth University	2011-06-18	2167.33
Virginia Commonwealth University	2012-05-11	221123.95
Virginia Commonwealth University	2012-05-30	16348971.99
Virginia Commonwealth University	2006-09-08	140985.849
Virginia Commonwealth University	2006-02-25	200548.409
Virginia Commonwealth University	2011-04-11	378179.3535
Virginia Commonwealth University	2012-09-02	13.26
Virginia Commonwealth University	2013-12-12	360015.68
Virginia Commonwealth University	2009-03-11	1231113.304
Virginia Commonwealth University	2008-07-09	2983126.83
Virginia Commonwealth University	2012-11-27	217246.866
Virginia Commonwealth University	2009-05-12	278181.897
Virginia Commonwealth University	2014-03-24	296719.281
Virginia Commonwealth University	2011-01-13	193871.0561
Virginia Commonwealth University	2012-04-20	731688.7818
Virginia Commonwealth University	2007-07-19	605432.6
Virginia Commonwealth University	2013-08-21	1548728.72
Virginia Commonwealth University	2010-04-26	577971.4639
Virginia Commonwealth University	2015-01-08	667980.13
Virginia Commonwealth University	2006-01-03	424767.7642
Virginia Commonwealth University	2008-07-29	338905.03
Virginia Commonwealth University	2009-11-15	13591.09
Virginia Commonwealth University	2005-03-29	279
Virginia Commonwealth University	2014-08-03	12006.48
Virginia Commonwealth University	2010-09-24	205563.59
Virginia Commonwealth University	2009-11-17	478486.09
Virginia Commonwealth University	2011-10-20	331734.817
Virginia Commonwealth University	2012-05-08	583331.819
Virginia Commonwealth University	2012-07-20	311864.05
Virginia Commonwealth University	2009-01-13	341008.19
Virginia Commonwealth University	2010-09-09	845234.8
Virginia Commonwealth University	2008-04-07	268357.15
Virginia Commonwealth University	2007-01-14	1537.5
Virginia Commonwealth University	2009-07-06	512543.829
Virginia Commonwealth University	2014-02-01	4490.61
Virginia Commonwealth University	2011-09-16	143071.25
Virginia Commonwealth University	2008-08-17	9003.37
Virginia Commonwealth University	2010-04-15	856853.5102
Virginia Commonwealth University	2009-11-09	350472.785
Virginia Commonwealth University	2012-07-17	3373933.27
Virginia Commonwealth University	2006-01-29	546361.45
Virginia Commonwealth University	2012-04-08	2592.03
Virginia Commonwealth University	2014-02-14	374612.4
Virginia Commonwealth University	2011-11-15	321140.9565
Virginia Commonwealth University	2010-08-06	1038124.56
Virginia Commonwealth University	2013-05-11	309.8
Virginia Commonwealth University	2015-03-21	789.82
Virginia Commonwealth University	2010-07-26	303573.45
Virginia Commonwealth University	2010-02-06	65.63
Virginia Commonwealth University	2013-10-10	268352.983
Virginia Commonwealth University	2014-04-21	837729.925
Virginia Commonwealth University	2011-07-17	263.09
Virginia Commonwealth University	2014-03-01	7251.28
Virginia Commonwealth University	2009-02-26	927949.8
Virginia Commonwealth University	2013-04-24	726548.583
Virginia Commonwealth University	2006-08-10	107174.2356
Virginia Commonwealth University	2014-09-17	621664.273
Virginia Commonwealth University	2012-09-27	314663.1
Virginia Commonwealth University	2008-10-04	2614.35
Virginia Commonwealth University	2007-05-17	402731.92
Virginia Commonwealth University	2013-02-15	665578.51
Virginia Commonwealth University	2008-06-24	376807.46
Virginia Commonwealth University	2010-10-26	950496.9074
Virginia Commonwealth University	2012-02-11	2964.59
Virginia Commonwealth University	2010-03-31	385219.9074
Virginia Commonwealth University	2006-10-05	165058.278
Virginia Commonwealth University	2012-05-09	262693.324
Virginia Commonwealth University	2010-02-24	631484.196
Virginia Commonwealth University	2004-07-10	13.64
Virginia Commonwealth University	2006-10-26	151860.964
Virginia Commonwealth University	2011-07-07	641512.8
Virginia Commonwealth University	2013-03-27	826348.258
Virginia Commonwealth University	2011-05-04	580478.63
Virginia Commonwealth University	2013-10-08	619782.313
Virginia Commonwealth University	2005-12-20	458694.23
Virginia Commonwealth University	2012-03-04	336233.4385
Virginia Commonwealth University	2004-11-18	255
Virginia Commonwealth University	2014-03-28	414113
Virginia Commonwealth University	2010-04-27	4379826.9187
Virginia Commonwealth University	2006-10-31	420155.33
Virginia Commonwealth University	2008-03-25	218234.6718
Virginia Commonwealth University	2013-11-28	8513.5758
Virginia Commonwealth University	2011-08-16	1636905.5442
Virginia Commonwealth University	2008-09-14	491.81
Virginia Commonwealth University	2013-09-26	330974.72
Virginia Commonwealth University	2005-10-31	21874
Virginia Commonwealth University	2010-11-30	501837.6865
Virginia Commonwealth University	2009-11-19	2378535.58
Virginia Commonwealth University	2010-08-25	575405.6979
Virginia Commonwealth University	2011-06-15	220176.7504
Virginia Commonwealth University	2014-06-18	519255.978
Virginia Commonwealth University	2012-09-07	252612.67
Virginia Commonwealth University	2010-04-12	305742.495
Virginia Commonwealth University	2014-03-03	40788.48
Virginia Commonwealth University	2013-11-12	2363748.903
Virginia Commonwealth University	2008-05-09	253246.29
Virginia Commonwealth University	2007-08-27	531434.78
Virginia Commonwealth University	2006-11-09	544812.9735
Virginia Commonwealth University	2014-04-28	684454.91
Virginia Commonwealth University	2013-01-07	464472.18
Virginia Commonwealth University	2011-09-19	333640.388
Virginia Commonwealth University	2007-04-14	399
Virginia Commonwealth University	2011-08-27	136.29
Virginia Commonwealth University	2004-11-12	233.48
Virginia Commonwealth University	2004-11-16	94.86
Virginia Commonwealth University	2008-03-18	206902.25
Virginia Commonwealth University	2006-10-23	264915.291
Virginia Commonwealth University	2007-08-13	1005639.81
Virginia Commonwealth University	2012-03-09	628140.1436
Virginia Commonwealth University	2012-04-18	352342.461
Virginia Commonwealth University	2004-10-19	547.4
Virginia Commonwealth University	2007-03-14	437553.96
Virginia Commonwealth University	2011-04-21	212560.73302
Virginia Commonwealth University	2008-06-06	150891.18
Virginia Commonwealth University	2008-06-09	536407.51
Virginia Commonwealth University	2007-12-05	660869.26
Virginia Commonwealth University	2012-03-12	928423.9873
Virginia Commonwealth University	2007-07-21	1208.5
Virginia Commonwealth University	2006-10-18	548426.9556
Virginia Commonwealth University	2010-10-28	574224.618
Virginia Commonwealth University	2007-12-07	287093.298
Virginia Commonwealth University	2011-07-20	432630.68
Virginia Commonwealth University	2011-04-19	929373.7768
Virginia Commonwealth University	2008-12-16	294157.3299
Virginia Commonwealth University	2006-07-21	458762.78
Virginia Commonwealth University	2011-01-07	2142669.1
Virginia Commonwealth University	2006-06-14	363742.67
Virginia Commonwealth University	2011-03-20	9523.9351
Virginia Commonwealth University	2013-09-30	400218.33
Virginia Commonwealth University	2010-10-31	11788.407
Virginia Commonwealth University	2010-11-10	307315.691
Virginia Commonwealth University	2013-07-28	71648.82
Virginia Commonwealth University	2014-12-22	150783.6
Virginia Commonwealth University	2007-03-26	1440449.603
Virginia Commonwealth University	2008-02-13	408406.988
Virginia Commonwealth University	2014-03-06	457234.6105
Virginia Commonwealth University	2009-06-14	11421.76
Virginia Commonwealth University	2014-01-15	406379.8015
Virginia Commonwealth University	2014-03-08	5705.15
Virginia Commonwealth University	2008-03-17	403590.5175
Virginia Commonwealth University	2007-01-12	200214.344
Virginia Commonwealth University	2006-12-12	448602.77
Virginia Commonwealth University	2008-12-03	2354035.444
Virginia Commonwealth University	2012-09-22	176.5
Virginia Commonwealth University	2011-08-17	137765.506
Virginia Commonwealth University	2013-02-14	995253.8916
Virginia Commonwealth University	2011-08-08	309142.158
Virginia Commonwealth University	2006-08-27	4672.54
Virginia Commonwealth University	2006-04-21	122190.926
Virginia Commonwealth University	2007-09-24	707863.374
Virginia Commonwealth University	2011-04-07	320174.3335
Virginia Commonwealth University	2009-08-31	393483.159
Virginia Commonwealth University	2010-10-12	644903.875
Virginia Commonwealth University	2010-01-13	417218.236
Virginia Commonwealth University	2005-10-25	147256.397
Virginia Commonwealth University	2006-10-17	186180.95
Virginia Commonwealth University	2010-11-22	395866.512
Virginia Commonwealth University	2006-07-05	46215.37
Virginia Commonwealth University	2008-11-21	4879500.03
Virginia Commonwealth University	2012-02-22	283955.384
Virginia Commonwealth University	2014-06-16	417679.185
Virginia Commonwealth University	2006-01-19	572315.412
Virginia Commonwealth University	2006-04-22	321706.996
Virginia Commonwealth University	2011-04-18	1294516.394
Virginia Commonwealth University	2009-12-10	237369.01
Virginia Commonwealth University	2009-10-14	191854.5629
Virginia Commonwealth University	2005-09-21	73064.74
Virginia Commonwealth University	2005-10-29	164834.22
Virginia Commonwealth University	2008-09-15	847468.92
Virginia Commonwealth University	2015-03-09	1031151.2298
Virginia Commonwealth University	2010-11-12	317688.55
Virginia Commonwealth University	2013-01-31	639432.47
Virginia Commonwealth University	2013-06-04	239122.14
Virginia Commonwealth University	2013-08-29	285462.8969
Virginia Commonwealth University	2007-06-22	462436.26
Virginia Commonwealth University	2008-04-27	1850.32
Virginia Commonwealth University	2009-02-01	917
Virginia Commonwealth University	2008-08-24	4999.13
Virginia Commonwealth University	2013-11-01	311812.9
Virginia Commonwealth University	2013-12-20	868249.73
Virginia Commonwealth University	2005-10-18	1220827.63
Virginia Commonwealth University	2013-06-07	863751.94
Virginia Commonwealth University	2007-12-13	1409142.3
Virginia Commonwealth University	2013-05-06	762943.178
Virginia Commonwealth University	2013-07-18	10840665.8
Virginia Commonwealth University	2010-12-19	10431.25
Virginia Commonwealth University	2009-07-23	260657.92
Virginia Commonwealth University	2005-03-01	10.28
Virginia Commonwealth University	2012-01-06	152136
Virginia Commonwealth University	2006-06-22	239258.687
Virginia Commonwealth University	2009-07-28	309133.96
Virginia Commonwealth University	2006-02-02	185140.024
Virginia Commonwealth University	2007-01-17	356163.1648
Virginia Commonwealth University	2013-12-13	270134.31
Virginia Commonwealth University	2007-09-16	2002.6118
Virginia Commonwealth University	2009-11-08	10313.58268
Virginia Commonwealth University	2010-03-24	894373.86
Virginia Commonwealth University	2015-03-22	24447.7
Virginia Commonwealth University	2010-04-11	14465.485
Virginia Commonwealth University	2013-10-14	1640644.14
Virginia Commonwealth University	2011-01-10	288628.641
Virginia Commonwealth University	2007-11-29	113526.62
Virginia Commonwealth University	2009-04-25	169614.792
Virginia Commonwealth University	2011-07-14	442831.67
Virginia Commonwealth University	2013-08-28	456164.077
Virginia Commonwealth University	2011-01-16	441387.2818
Virginia Commonwealth University	2010-12-17	272067.67
Virginia Commonwealth University	2011-01-25	372847.3595
Virginia Commonwealth University	2012-10-19	360838.06
Virginia Commonwealth University	2008-02-23	606.25
Virginia Commonwealth University	2009-06-30	632668.24
Virginia Commonwealth University	2005-09-10	173310.32
Virginia Commonwealth University	2013-12-19	148568.84
Virginia Commonwealth University	2005-07-18	15970956.683
Virginia Commonwealth University	2013-01-13	59190.648
Virginia Commonwealth University	2007-04-25	178677.53
Virginia Commonwealth University	2011-10-26	533175.344
Virginia Commonwealth University	2008-03-22	820
Virginia Commonwealth University	2009-07-26	44953.51
Virginia Commonwealth University	2011-10-23	17081.56
Virginia Commonwealth University	2014-08-01	770513.613
Virginia Commonwealth University	2015-01-07	394596.1899
Virginia Commonwealth University	2009-05-02	20295.82
Virginia Commonwealth University	2009-08-05	626419.649
Virginia Commonwealth University	2013-02-24	18881.26
Virginia Commonwealth University	2013-06-14	3522634.87
Virginia Commonwealth University	2005-08-05	149547.08
Virginia Commonwealth University	2006-07-17	228016.32
Virginia Commonwealth University	2006-07-29	1010.52
Virginia Commonwealth University	2010-06-07	1703019.8358
Virginia Commonwealth University	2012-02-24	125470.8
Virginia Commonwealth University	2014-10-23	849229.2058
Virginia Commonwealth University	2009-06-09	420742.891
Virginia Commonwealth University	2013-02-13	1145094.091
Virginia Commonwealth University	2014-11-05	430884.216
Virginia Commonwealth University	2008-07-31	248998.24
Virginia Commonwealth University	2008-01-30	169942.02
Virginia Commonwealth University	2011-12-15	357171.11
Virginia Commonwealth University	2012-10-15	248704.036
Virginia Commonwealth University	2012-03-30	1131302.94
Virginia Commonwealth University	2012-01-27	533108.18
Virginia Commonwealth University	2007-02-26	538262.455
Virginia Commonwealth University	2012-04-30	646743.4759
Virginia Commonwealth University	2006-03-04	328929.67
Virginia Commonwealth University	2012-08-06	343096.068
Virginia Commonwealth University	2007-11-23	17742
Virginia Commonwealth University	2010-05-25	846388.2133
Virginia Commonwealth University	2006-07-06	110854.53
Virginia Commonwealth University	2009-08-12	173737.35
Virginia Commonwealth University	2013-06-27	844064.26
Virginia Commonwealth University	2014-12-12	6198762.6
Virginia Commonwealth University	2012-01-21	185.58
Virginia Commonwealth University	2014-02-07	1728876.05
Virginia Commonwealth University	2014-06-08	15841.24
Virginia Commonwealth University	2009-06-26	280694.0196
Virginia Commonwealth University	2011-04-15	517702.91
Virginia Commonwealth University	2014-09-18	313980.331
Virginia Commonwealth University	2006-09-29	605291.495
Virginia Commonwealth University	2006-06-12	11417.46
Virginia Commonwealth University	2008-09-07	2134.76
Virginia Commonwealth University	2013-09-29	32569.582
Virginia Commonwealth University	2013-10-20	405
Virginia Commonwealth University	2009-10-24	818.93
Virginia Commonwealth University	2005-09-06	4452.1
Virginia Commonwealth University	2012-02-27	407636.344
Virginia Commonwealth University	2012-02-06	343351.6872
Virginia Commonwealth University	2015-02-05	278934.6
Virginia Commonwealth University	2010-11-25	2512.1976
Virginia Commonwealth University	2012-10-28	1585
Virginia Commonwealth University	2010-09-06	6288.917
Virginia Commonwealth University	2012-08-01	2508408.67
Virginia Commonwealth University	2013-05-04	37426.75
Virginia Commonwealth University	2011-04-08	925378.55
Virginia Commonwealth University	2011-02-17	343510.6776
Virginia Commonwealth University	2012-10-12	229898.18
Virginia Commonwealth University	2005-07-28	774208.4836
Virginia Commonwealth University	2008-06-22	233.56
Virginia Commonwealth University	2015-03-27	417064.22
Virginia Commonwealth University	2008-10-23	704971.14
Virginia Commonwealth University	2014-09-21	9599.995
Virginia Commonwealth University	2009-04-06	811219.716
Virginia Commonwealth University	2007-09-15	1524.75
Virginia Commonwealth University	2007-05-02	242330.59
Virginia Commonwealth University	2014-12-18	868971.4
Virginia Commonwealth University	2014-05-15	382803.68
Virginia Commonwealth University	2014-02-09	10511.876
Virginia Commonwealth University	2013-11-24	4120.8753
Virginia Commonwealth University	2007-06-17	580.22
Virginia Commonwealth University	2011-12-13	1513998.688
Virginia Commonwealth University	2012-05-24	78494.86
Virginia Commonwealth University	2008-02-04	210050.24
Virginia Commonwealth University	2005-08-20	94480.05
Virginia Commonwealth University	2006-12-07	429967.88
Virginia Commonwealth University	2009-10-06	952591.88
Virginia Commonwealth University	2013-11-19	324242.934
Virginia Commonwealth University	2010-01-24	19297.026
Virginia Commonwealth University	2013-04-18	1304291.7746
Virginia Commonwealth University	2008-04-11	825314.8636
Virginia Commonwealth University	2012-11-21	60001.253
Virginia Commonwealth University	2007-08-11	24.12
Virginia Commonwealth University	2007-03-01	308659.283
Virginia Commonwealth University	2008-09-26	433671.01
Virginia Commonwealth University	2015-01-21	1005181.2366
Virginia Commonwealth University	2006-06-29	543455.514
Virginia Commonwealth University	2012-08-18	624.62
Virginia Commonwealth University	2006-06-02	121295.72
Virginia Commonwealth University	2012-07-22	3190.55
Virginia Commonwealth University	2011-09-12	424180.885
Virginia Commonwealth University	2010-09-17	219260.02
Virginia Commonwealth University	2010-06-18	3209930.27
Virginia Commonwealth University	2014-01-28	592862.147
Virginia Commonwealth University	2012-01-01	2735
Virginia Commonwealth University	2010-11-08	266876.257
Virginia Commonwealth University	2006-09-13	312102.185
Virginia Commonwealth University	2013-12-30	4921.72
Virginia Commonwealth University	2014-09-01	23042.96
Virginia Commonwealth University	2004-11-13	110
Virginia Commonwealth University	2013-11-02	2028.35
Virginia Commonwealth University	2010-01-22	210330.4648
Virginia Commonwealth University	2010-09-20	602474.7208
Virginia Commonwealth University	2005-12-01	980930.73
Virginia Commonwealth University	2011-07-30	1250
Virginia Commonwealth University	2007-10-03	929507.294
Virginia Commonwealth University	2012-08-04	4103.25
Virginia Commonwealth University	2009-06-01	953196.305
Virginia Commonwealth University	2013-09-20	134502.97
Virginia Commonwealth University	2014-12-02	374564.6866
Virginia Commonwealth University	2008-11-01	1200
Virginia Commonwealth University	2006-12-26	650
Virginia Commonwealth University	2014-08-09	2797.68
Virginia Commonwealth University	2013-06-13	3993758.15
Virginia Commonwealth University	2014-08-24	5633.51511
Virginia Commonwealth University	2008-12-02	211614.05165
Virginia Commonwealth University	2012-06-24	104932.67
Virginia Commonwealth University	2010-06-11	12806636.4053
Virginia Commonwealth University	2010-11-07	1068.6813
Virginia Commonwealth University	2010-12-30	401.09
Virginia Commonwealth University	2014-01-21	256623.14
Virginia Commonwealth University	2007-02-13	310329.775
Virginia Commonwealth University	2007-05-14	520507.8682
Virginia Commonwealth University	2007-08-14	208122.63
Virginia Commonwealth University	2005-07-12	203646.61
Virginia Commonwealth University	2012-08-22	452257.585
Virginia Commonwealth University	2008-08-01	639789.15
Virginia Commonwealth University	2014-12-08	2250263.76
Virginia Commonwealth University	2007-11-17	21118.93
Virginia Commonwealth University	2008-04-01	526886.836
Virginia Commonwealth University	2008-09-22	347234.66
Virginia Commonwealth University	2010-06-28	327098.6428
Virginia Commonwealth University	2011-06-20	698678.8538
Virginia Commonwealth University	2012-07-05	457332.14
Virginia Commonwealth University	2005-10-12	1793.99
Virginia Commonwealth University	2006-02-28	166250.01
Virginia Commonwealth University	2012-11-08	324043.2828
Virginia Commonwealth University	2006-02-03	616975.98
Virginia Commonwealth University	2007-03-07	418842.901
Virginia Commonwealth University	2015-02-21	17911.6
Virginia Commonwealth University	2014-02-28	616027.43
Virginia Commonwealth University	2013-10-13	376741.38
Virginia Commonwealth University	2010-11-23	529984.237
Virginia Commonwealth University	2008-02-24	1279.34
Virginia Commonwealth University	2014-04-26	649.85
Virginia Commonwealth University	2013-11-21	1197680.08
Virginia Commonwealth University	2007-04-09	678296.7903
Virginia Commonwealth University	2007-03-06	185676.298
Virginia Commonwealth University	2005-10-27	236512.84
Virginia Commonwealth University	2009-10-26	215407.24
Virginia Commonwealth University	2009-11-12	240748.12
Virginia Commonwealth University	2011-11-18	217151.192
Virginia Commonwealth University	2014-01-13	411765.224
Virginia Commonwealth University	2011-11-02	576283.226
Virginia Commonwealth University	2006-07-12	554752.29
Virginia Commonwealth University	2005-04-22	40
Virginia Commonwealth University	2014-10-26	10691.7761
Virginia Commonwealth University	2007-01-30	338241.669
Virginia Commonwealth University	2008-05-22	229936.87
Virginia Commonwealth University	2010-04-16	485525.18
Virginia Commonwealth University	2009-08-02	17215.646
Virginia Commonwealth University	2007-09-07	131722.579
Virginia Commonwealth University	2011-01-18	209242.542
Virginia Commonwealth University	2009-03-14	2425.56
Virginia Commonwealth University	2009-05-17	7178.26
Virginia Commonwealth University	2011-05-23	323608.8834
Virginia Commonwealth University	2006-04-20	236236.586
Virginia Commonwealth University	2010-08-01	14966.268
Virginia Commonwealth University	2005-08-17	199528.41
Virginia Commonwealth University	2008-11-06	290373.27
Virginia Commonwealth University	2009-02-03	234604.95
Virginia Commonwealth University	2009-10-02	151258.5012
Virginia Commonwealth University	2012-05-16	367775.1348
Virginia Commonwealth University	2006-03-18	499971.254
Virginia Commonwealth University	2007-12-17	1190371.851
Virginia Commonwealth University	2005-08-03	168990.322
Virginia Commonwealth University	2007-02-23	677705.32
Virginia Commonwealth University	2006-04-15	329237.16
Virginia Commonwealth University	2015-03-02	193511.241
Virginia Commonwealth University	2009-12-29	4455.73
Virginia Commonwealth University	2011-09-01	198817.92
Virginia Commonwealth University	2012-07-09	2375207
Virginia Commonwealth University	2011-04-22	310256.7921
Virginia Commonwealth University	2013-06-17	552801.3479
Virginia Commonwealth University	2012-07-07	542.8
Virginia Commonwealth University	2007-10-05	622997.32
Virginia Commonwealth University	2015-03-01	88343.04
Virginia Commonwealth University	2008-01-29	1019031.17
Virginia Commonwealth University	2012-03-26	202143.512
Virginia Commonwealth University	2006-05-17	1039151.85
Virginia Commonwealth University	2012-09-14	321987.632
Virginia Commonwealth University	2005-08-31	138148.98
Virginia Commonwealth University	2006-06-24	202580.378
Virginia Commonwealth University	2008-05-03	413.29
Virginia Commonwealth University	2005-12-14	338562.79
Virginia Commonwealth University	2009-08-19	492522.6355
Virginia Commonwealth University	2006-12-13	462611.42
Virginia Commonwealth University	2014-03-22	4488.88
Virginia Commonwealth University	2014-04-09	915452.952
Virginia Commonwealth University	2008-03-15	275
Virginia Commonwealth University	2010-05-10	1550285.913
Virginia Commonwealth University	2009-10-30	266185.42
Virginia Commonwealth University	2005-10-26	408110.04
Virginia Commonwealth University	2012-03-13	413491.206
Virginia Commonwealth University	2013-07-05	109322.535
Virginia Commonwealth University	2013-07-11	696681.34
Virginia Commonwealth University	2008-12-10	647807.78
Virginia Commonwealth University	2012-01-13	542159.27
Virginia Commonwealth University	2011-03-31	177123.5
Virginia Commonwealth University	2007-10-29	600452.235
Virginia Commonwealth University	2011-02-13	8304
Virginia Commonwealth University	2009-05-11	1250881.124
Virginia Commonwealth University	2006-04-12	185897.11
Virginia Commonwealth University	2013-02-19	281792.34
Virginia Commonwealth University	2006-07-14	154150.651
Virginia Commonwealth University	2006-11-05	1514.5
Virginia Commonwealth University	2015-01-22	203490.98
Virginia Commonwealth University	2007-05-04	415974.23
Virginia Commonwealth University	2006-07-24	217806
Virginia Commonwealth University	2011-11-25	6619.52
Virginia Commonwealth University	2013-09-25	222906.583
Virginia Commonwealth University	2014-05-05	515077.417
Virginia Commonwealth University	2007-03-19	707236.25
Virginia Commonwealth University	2012-03-07	4603676.06
Virginia Commonwealth University	2010-02-14	50093.8038
Virginia Commonwealth University	2014-10-15	261163.433
Virginia Commonwealth University	2013-05-23	405765.14
Virginia Commonwealth University	2013-11-13	287915.3816
Virginia Commonwealth University	2015-01-01	27.73
Virginia Commonwealth University	2011-09-10	350
Virginia Commonwealth University	2011-12-26	26185.95
Virginia Commonwealth University	2007-07-23	837210.55
Virginia Commonwealth University	2013-04-01	267317.263
Virginia Commonwealth University	2005-11-11	108129.696
Virginia Commonwealth University	2006-07-27	475698.4102
Virginia Commonwealth University	2007-11-09	366460.45
Virginia Commonwealth University	2013-05-22	472975.722
Virginia Commonwealth University	2007-03-16	540355.9
Virginia Commonwealth University	2010-02-02	339543.07
Virginia Commonwealth University	2008-04-26	1581.76
Virginia Commonwealth University	2010-06-19	29181.93
Virginia Commonwealth University	2010-09-14	210225.91
Virginia Commonwealth University	2012-11-30	522351.38
Virginia Commonwealth University	2013-02-25	400501.66
Virginia Commonwealth University	2010-08-30	265931.92
Virginia Commonwealth University	2007-04-27	1009458.381
Virginia Commonwealth University	2010-05-30	46305.277
Virginia Commonwealth University	2014-11-07	906606.03
Virginia Commonwealth University	2014-06-04	1134043.428
Virginia Commonwealth University	2015-01-18	21761.286
Virginia Commonwealth University	2014-05-16	2379846.3656
Virginia Commonwealth University	2008-05-20	1974081.565
Virginia Commonwealth University	2008-06-25	865033.41
Virginia Commonwealth University	2005-10-14	143619.17
Virginia Commonwealth University	2015-02-02	302886.19
Virginia Commonwealth University	2007-08-21	254754.97
Virginia Commonwealth University	2011-11-08	229684.8674
Virginia Commonwealth University	2011-05-03	870275.93
Virginia Commonwealth University	2007-06-20	125111.78
Virginia Commonwealth University	2009-09-27	11598.856
Virginia Commonwealth University	2006-11-21	715976.5168
Virginia Commonwealth University	2008-02-06	184863.47
Virginia Commonwealth University	2009-11-23	357256.562
Virginia Commonwealth University	2015-01-02	1797.93
Virginia Commonwealth University	2008-11-25	2071690.924
Virginia Commonwealth University	2014-03-19	594427.135
City of Richmond Schools	2011-11-30	84713.1
Virginia Commonwealth University	2007-03-08	381364.99
Virginia Commonwealth University	2007-12-18	761020.072
Virginia Commonwealth University	2010-08-21	1018.35
Virginia Commonwealth University	2014-08-12	352929.02
Virginia Commonwealth University	2013-04-04	154841.25
Virginia Commonwealth University	2008-05-08	1380398.736
Virginia Commonwealth University	2013-08-08	317118.18
Virginia Commonwealth University	2007-11-19	139988.89
Virginia Commonwealth University	2013-09-14	656.32
Virginia Commonwealth University	2014-02-25	1254592.2203
Virginia Commonwealth University	2012-08-14	418140.268
Virginia Commonwealth University	2010-08-29	13225.9959
Virginia Commonwealth University	2014-07-12	1141.04
Virginia Commonwealth University	2012-01-09	394399.33
Virginia Commonwealth University	2008-03-07	308536.34
Virginia Commonwealth University	2009-02-06	244176.41
Virginia Commonwealth University	2010-12-27	6868.08
Virginia Commonwealth University	2015-04-02	483578.46
Virginia Commonwealth University	2012-10-18	555984.608
Virginia Commonwealth University	2014-06-01	20402.29
Virginia Commonwealth University	2014-08-10	7619.064
Virginia Commonwealth University	2011-03-27	9916.31
Virginia Commonwealth University	2012-02-13	397625.7034
Virginia Commonwealth University	2013-01-12	293.65
Virginia Commonwealth University	2007-05-28	300
Virginia Commonwealth University	2010-01-15	377956.48
Virginia Commonwealth University	2011-12-16	525342.86
Virginia Commonwealth University	2013-03-04	960702.6682
Virginia Commonwealth University	2012-01-15	13313.1917
Virginia Commonwealth University	2011-02-25	310168.31
Virginia Commonwealth University	2008-09-08	626018.86
